Subject,Activity,AccMeanX,AccMeanY,AccMeanZ,AccStdX,AccStdY,AccStdZ,AccEnergyX,AccEnergyY,AccEnergyZ,GravAccMeanX,GravAccMeanY,GravAccMeanZ,GravAccStdX,GravAccStdY,GravAccStdZ,GravAccEnergyX,GravAccEnergyY,GravAccEnergyZ,AccJerkMeanX,AccJerkMeanY,AccJerkMeanZ,AccJerkStdX,AccJerkStdY,AccJerkStdZ,AccJerkEnergyX,AccJerkEnergyY,AccJerkEnergyZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroStdX,GyroStdY,GyroStdZ,GyroEnergyX,GyroEnergyY,GyroEnergyZ,GyroJerkMeanX,GyroJerkMeanY,GyroJerkMeanZ,GyroJerkStdX,GyroJerkStdY,GyroJerkStdZ
7,Sitting,0.27694534,-0.01726248,-0.10608323,-0.99655975,-0.98727977,-0.979209,-0.99997971,-0.9999204,-0.99951005,0.96176458,0.061286454,0.094431876,-0.99895964,-0.99686894,-0.99196679,0.89515111,-0.98784933,-0.98439923,0.074072352,0.0023792317,-0.0022275001,-0.99344714,-0.99058453,-0.98796076,-0.99993392,-0.999865,-0.99975056,-0.028877947,-0.076570642,0.090892068,-0.98923645,-0.98219811,-0.98880496,-0.99992808,-0.99979793,-0.99988825,-0.096387574,-0.042526608,-0.050302485,-0.99648598,-0.99402422,-0.99371723
7,Sitting,0.27538697,-0.018481851,-0.1125632,-0.99772286,-0.98938538,-0.9715553,-0.99998717,-0.99993459,-0.99921558,0.97443753,-0.02584111,0.074551558,-0.99766294,-0.99141218,-0.98892356,0.9287382,-0.99987971,-0.99059846,0.075913982,0.0087514516,0.002967228,-0.99510458,-0.99232834,-0.98786362,-0.99995466,-0.9998968,-0.99974794,-0.014074674,-0.071294922,0.1005196,-0.99127896,-0.97993327,-0.99220284,-0.99983208,-0.9997493,-0.99986228,-0.1011053,-0.038005605,-0.05276652,-0.99623665,-0.99481278,-0.99486907
16,Standing,0.27874444,-0.021143943,-0.10167399,-0.99535791,-0.97886953,-0.97518707,-0.99996948,-0.99980518,-0.99931425,0.96182732,0.06405431,-0.088335436,-0.99895562,-0.99537747,-0.99541002,0.89531667,-0.98698618,-0.98254098,0.073231239,-0.0069848379,0.014197541,-0.99477791,-0.98641695,-0.98973276,-0.99995077,-0.99977654,-0.99979592,-0.028316174,-0.069709914,0.085981921,-0.98866511,-0.98274857,-0.985352,-0.99992201,-0.99980599,-0.99984101,-0.10450113,-0.046517981,-0.055811295,-0.98968645,-0.99408799,-0.99391331
14,Walking,0.27934767,0.0027456937,-0.12815535,-0.43183091,-0.030685851,-0.04462207,-0.83726209,-0.81741739,-0.58974393,0.82601189,-0.26060468,-0.3862025,-0.97732298,-0.96571312,-0.96154173,0.55389796,-0.88645023,-0.69630536,0.090633382,0.16332333,-0.0606743,-0.50676447,-0.30938098,-0.50846401,-0.87604803,-0.75709227,-0.87371304,-0.00051861245,-0.12209249,0.044673062,-0.56378922,-0.062819128,-0.16216761,-0.91245729,-0.56645857,-0.67423859,-0.13286871,-0.082117238,0.08723872,-0.55467083,-0.58406802,-0.56402279
23,DownStairs,0.26903664,0.0061902017,-0.0298854,-0.1267967,0.12346404,0.33962083,-0.61763543,-0.75539151,-0.19330837,0.90821296,-0.10073105,-0.12026319,-0.9516455,-0.95990963,-0.86326969,0.75658754,-0.98671084,-0.9678276,0.27127512,-0.43593434,-0.90116699,0.052486783,0.07472728,0.04512431,-0.44364871,-0.41708352,-0.4453772,-0.047992945,-0.1181389,0.070582316,-0.40657695,0.47361311,-0.30385648,-0.83897306,0.069078368,-0.77498154,-0.23070795,-0.084943127,-0.30248726,-0.28067743,0.40322011,-0.29394308
3,Walking,0.23433414,0.0021469248,-0.065573512,-0.32837341,-0.044267722,-0.37719984,-0.77275505,-0.82246908,-0.82005351,0.93503602,-0.25771505,-0.17139758,-0.98028772,-0.95472751,-0.97186836,0.82529797,-0.88907755,-0.93799213,0.27215226,0.17130123,0.039737353,-0.21227149,-0.0018863486,-0.5390399,-0.68693803,-0.49699079,-0.88851368,-0.06097347,-0.077735186,0.1094673,-0.58853629,-0.50568734,-0.44475158,-0.921777,-0.87889415,-0.8562369,-0.067913471,-0.12848848,-0.10656808,-0.35546466,-0.56525768,-0.50623562
26,Sitting,0.27879965,-0.017036644,-0.10902005,-0.99387364,-0.99410468,-0.97393932,-0.99995509,-0.99997076,-0.99933266,0.78000088,0.35847243,0.3263651,-0.99532163,-0.99921008,-0.98931149,0.44588687,-0.72646939,-0.79653677,0.080061799,0.012163934,-0.0016321652,-0.99567102,-0.99187156,-0.99254118,-0.99996107,-0.99988883,-0.99986229,-0.027168216,-0.079085904,0.088676783,-0.99734603,-0.97961238,-0.99617691,-0.99999255,-0.99973983,-0.99997546,-0.095242079,-0.05287861,-0.051099172,-0.99826244,-0.99440406,-0.99613288
21,Sitting,0.28078323,-0.010932429,-0.10987027,-0.99732661,-0.96981465,-0.98462326,-0.99998337,-0.99964177,-0.99967765,0.97374876,-0.046714742,-0.077883961,-0.9969066,-0.98915193,-0.9944997,0.92690538,-0.99841092,-0.98620866,0.074287319,0.040367844,-0.014928245,-0.99510575,-0.98664311,-0.98849295,-0.99995467,-0.99978009,-0.99976433,-0.027374895,-0.08886593,0.0633352,-0.99323769,-0.98980339,-0.98634516,-0.99996784,-0.99988653,-0.999654,-0.095010575,-0.043934358,-0.054758934,-0.99012037,-0.99254757,-0.99185602
5,Walking,0.34233159,-0.032934593,-0.10780971,-0.1492709,0.056921345,-0.41447309,-0.63613931,-0.78368695,-0.84281712,0.97388824,-0.13207837,0.032989516,-0.98953778,-0.98048614,-0.95129399,0.92728115,-0.97490366,-0.99841284,0.061569852,-0.088158741,-0.093747454,-0.15944901,-0.15096269,-0.56479882,-0.64407243,-0.63482925,-0.90025596,0.0041717747,-0.10359952,0.097338235,-0.48497184,-0.43181529,-0.30657796,-0.87813697,-0.84006655,-0.77677445,-0.0040363587,-0.19371496,-0.0070657634,-0.31149649,-0.47319123,-0.067717175
26,Standing,0.27990714,-0.014992022,-0.10582245,-0.99532249,-0.97590624,-0.98582941,-0.99996835,-0.99978897,-0.99970519,0.96569448,-0.16483417,0.06846848,-0.99732182,-0.98340467,-0.98665372,0.90553519,-0.95843382,-0.99218126,0.074611189,0.0026968518,-0.010666993,-0.99149264,-0.98478292,-0.98678035,-0.99990597,-0.99973824,-0.99971829,-0.029658044,-0.080176544,0.095355133,-0.97876482,-0.99135846,-0.98816081,-0.99975599,-0.99993533,-0.99985539,-0.092874914,-0.041419917,-0.058451806,-0.98316748,-0.99538514,-0.9916811
6,Laying,0.26119037,-0.017157502,-0.10713685,-0.98233129,-0.9357384,-0.94236753,-0.99971493,-0.99896981,-0.99772509,-0.47944305,0.98436611,0.075370863,-0.98642544,-0.9967909,-0.97649389,-0.99997139,0.93856833,-0.99035424,0.074296846,-0.023893207,0.020260438,-0.98004752,-0.93168747,-0.96360807,-0.99966628,-0.99702606,-0.99880881,-0.030012405,-0.097687721,0.073525318,-0.96860422,-0.93049905,-0.94509214,-0.99949449,-0.99735837,-0.99832773,-0.088794569,-0.093296945,-0.085931577,-0.95138794,-0.96391183,-0.96721446
19,Sitting,0.2764282,-0.015038976,-0.11127488,-0.9834313,-0.97426836,-0.97017538,-0.99979219,-0.99976756,-0.99917431,0.76292973,0.25979922,0.44488704,-0.98903922,-0.99377068,-0.97966265,0.40681417,-0.85103909,-0.61837628,0.0735576,0.013397223,0.0045222,-0.98807046,-0.99058704,-0.99253215,-0.9998479,-0.99986526,-0.99986205,-0.025157462,-0.069803205,0.08225975,-0.99207592,-0.98094423,-0.98394248,-0.99995404,-0.99976936,-0.99980898,-0.095131594,-0.036592977,-0.054564689,-0.99225773,-0.99146916,-0.99312707
17,DownStairs,0.39480719,0.03409832,0.091229249,0.088489099,-0.10663566,-0.38850229,-0.40427064,-0.84051516,-0.77025381,0.90112502,-0.26053965,-0.16380647,-0.93095933,-0.85879005,-0.62182497,0.73873802,-0.88521509,-0.93688414,0.58421207,-0.26681536,0.050835376,-0.147723,-0.43530694,-0.72798455,-0.63331071,-0.8364162,-0.95952579,0.67101563,-0.46929532,-0.26680264,-0.49049905,-0.57405871,-0.46752236,-0.56835892,-0.88310859,-0.81977229,0.18876043,-0.06198475,-0.17027388,-0.52844464,-0.7417385,-0.60706521
5,Laying,0.32037131,-0.024488578,-0.09151963,-0.91659138,-0.93846341,-0.95569454,-0.99581619,-0.99894796,-0.99809502,-0.4469464,0.94141397,0.31728273,-0.8285361,-0.93683025,-0.96345815,-0.99796748,0.77627773,-0.80784109,0.022313824,0.043421969,-0.0017134148,-0.98691382,-0.96779952,-0.98456044,-0.99981631,-0.99917251,-0.99965425,-0.024583299,-0.10975583,0.38850816,-0.98897281,-0.9796802,-0.87228257,-0.99991981,-0.99952957,-0.9567675,-0.10159241,-0.035804028,-0.12602596,-0.9865773,-0.98969293,-0.99427861
1,Walking,0.32551283,-0.030425049,-0.090442602,-0.32426515,0.18394759,-0.33298202,-0.76990283,-0.72936075,-0.79690241,0.92942237,-0.29501043,-0.096647899,-0.98102879,-0.97770144,-0.96307292,0.81078882,-0.85201924,-0.9792544,-0.24611182,-0.55959039,-0.31577478,-0.13407201,0.16644946,-0.51671076,-0.62209746,-0.31402523,-0.87766278,-0.010580197,-0.1137944,0.12579473,-0.50883108,-0.14987847,-0.42974341,-0.88953017,-0.64311642,-0.84804107,0.021598446,-0.19652921,-0.14512633,-0.18021363,-0.34173071,-0.47392816
24,UpStairs,0.38470936,0.020491924,-0.11254493,-0.32524857,-0.15960932,-0.25221884,-0.76871845,-0.86031055,-0.74662633,0.90085852,-0.25897935,-0.22567837,-0.96399985,-0.87959107,-0.93341596,0.73790783,-0.88704566,-0.89399587,-0.23207017,-0.027110331,-0.073239749,-0.46484759,-0.58799262,-0.52278122,-0.85408729,-0.91196427,-0.8807546,-0.4273095,0.18837976,0.23467944,-0.62502963,-0.50086033,-0.32299462,-0.83316648,-0.86466481,-0.77870639,0.08038183,0.025209004,0.12485439,-0.577446,-0.6181154,-0.67897152
23,Laying,0.2922958,-0.018226358,-0.10773233,-0.97738213,-0.98973825,-0.99199671,-0.99960491,-0.99993846,-0.99986309,-0.42036377,0.41390885,0.93305754,-0.97855124,-0.99255153,-0.99791639,-0.99726828,-0.63999732,0.70109419,0.089101971,0.014282622,-0.0014535575,-0.98493966,-0.99083906,-0.99111566,-0.99978406,-0.99986999,-0.99982973,-0.032001506,-0.076303113,0.076841191,-0.99217112,-0.96631305,-0.99660969,-0.99994695,-0.99935608,-0.99994605,-0.094227039,-0.043669147,-0.050079473,-0.98710308,-0.98169441,-0.99736742
13,Standing,0.27612876,-0.026070294,-0.10471869,-0.99364964,-0.93667861,-0.935668,-0.99995261,-0.99885245,-0.99725609,0.96086908,-0.18786932,0.10682269,-0.99692306,-0.95213142,-0.97924756,0.89278936,-0.94422758,-0.97972623,0.078553788,0.017916582,-0.003804856,-0.99233298,-0.9728521,-0.98014361,-0.99991843,-0.99937284,-0.99951212,-0.019754745,-0.10884549,0.091248229,-0.91888281,-0.95001743,-0.95620396,-0.99683258,-0.99844139,-0.9989303,-0.14856869,-0.036045946,-0.093934738,-0.97825622,-0.96728111,-0.97154777
2,Standing,0.28837469,-0.0085476599,-0.10705876,-0.99334035,-0.9619744,-0.98449309,-0.99992621,-0.99944663,-0.9996753,0.88727114,-0.41949043,0.062138516,-0.99569824,-0.98992735,-0.99078944,0.70368726,-0.68915088,-0.99367984,0.079692861,0.021893719,0.019722732,-0.99297171,-0.98450842,-0.99185676,-0.99992743,-0.99973126,-0.99984632,-0.02724897,-0.070042463,0.072089463,-0.99325049,-0.99242499,-0.98659587,-0.99996788,-0.99994924,-0.99978393,-0.098589224,-0.041452921,-0.048265495,-0.99406273,-0.9946282,-0.99371752
18,Standing,0.27701277,-0.016070162,-0.10674439,-0.99187989,-0.95945838,-0.95238718,-0.99993258,-0.99953036,-0.99832691,0.95624536,-0.22324308,0.061099723,-0.99577251,-0.98749761,-0.97278217,0.88061667,-0.91878838,-0.99388019,0.080786865,0.022469929,-0.0065627206,-0.98583769,-0.97224678,-0.98831385,-0.9998037,-0.99935028,-0.99975986,-0.059229031,-0.054415618,0.074273317,-0.95299741,-0.98673875,-0.96459466,-0.99827705,-0.99981141,-0.9992228,-0.10131716,-0.041652696,-0.047018239,-0.98063375,-0.9941453,-0.98463509
6,UpStairs,0.20673957,-0.045188579,-0.080646935,-0.064342375,0.14655794,-0.2424497,-0.56028026,-0.74492617,-0.73900607,0.91264574,-0.35504929,-0.023520113,-0.98475199,-0.95493927,-0.94947231,0.76777072,-0.78080928,-0.99820654,-0.029346296,0.22402132,-0.10324876,-0.10005821,-0.024737896,-0.37759466,-0.59239732,-0.51948033,-0.79995839,-0.12236956,0.0086909598,0.12474614,-0.1839054,-0.24220713,-0.25730209,-0.69074795,-0.71524184,-0.7436248,-0.21681241,-0.15882266,0.02356115,0.042862823,-0.41847264,-0.13592382
22,Laying,0.25884018,-0.01861157,-0.11176551,-0.99268408,-0.99505324,-0.99372645,-0.99987162,-0.99997246,-0.99988189,-0.67427265,0.42106176,0.92447649,-0.97790594,-0.99762636,-0.99228306,-0.96339552,-0.6279803,0.66976392,0.079468866,0.0096920888,0.0032557685,-0.98948835,-0.98989146,-0.99328837,-0.99987334,-0.99985183,-0.99987853,-0.030627063,-0.075758065,0.088651342,-0.99837044,-0.9940996,-0.9962036,-0.99999093,-0.99996745,-0.99997571,-0.098184263,-0.040316313,-0.054314655,-0.99807407,-0.99549231,-0.99651078
17,Walking,0.3176531,-0.015245585,-0.1276119,-0.27568324,-0.042138313,-0.35722091,-0.73606171,-0.82235184,-0.81094233,0.91925888,-0.29604867,-0.1463383,-0.98538815,-0.97795106,-0.96207518,0.78466303,-0.85090859,-0.95426724,-0.10821035,0.11820007,0.041623891,-0.29766143,-0.16827323,-0.60174333,-0.75060025,-0.64939793,-0.91597931,-0.051901675,-0.093509141,0.075542098,-0.39229812,-0.50529926,-0.38972383,-0.83105773,-0.87864373,-0.82678512,-0.1721857,0.11965929,0.091692608,-0.37312625,-0.73131792,-0.5349862
8,Standing,0.27666967,-0.018357824,-0.10606681,-0.99744978,-0.98982747,-0.99037402,-0.99998613,-0.99993861,-0.99982009,0.97079368,-0.1650581,-0.048831169,-0.99831569,-0.99653338,-0.99621606,0.91905064,-0.95832536,-0.99413621,0.076859634,0.012382448,0.0021073751,-0.99642581,-0.98871331,-0.99451425,-0.99996924,-0.99982797,-0.99990404,-0.030894479,-0.087922181,0.097873567,-0.99363711,-0.99329099,-0.99164316,-0.99996433,-0.999929,-0.99988208,-0.097662708,-0.041145167,-0.060380915,-0.9956547,-0.99685317,-0.99682031
28,Standing,0.31157053,0.088233147,-0.048404185,-0.95691428,-0.58956336,-0.7603505,-0.99865946,-0.94647953,-0.96631947,0.95428155,-0.23449729,-0.016590453,-0.97984001,-0.89290059,-0.90304187,0.87547608,-0.90885345,-0.99860539,0.083579009,-0.077588659,-0.015287926,-0.93365595,-0.79699826,-0.92527351,-0.99736468,-0.97761071,-0.99614397,-0.029930638,-0.0227625,0.023425568,-0.61526056,-0.86482328,-0.81871387,-0.93218226,-0.99023317,-0.98266369,-0.24078305,-0.017463615,-0.020836753,-0.79206516,-0.94347343,-0.91161556
23,Standing,0.26381656,-0.023520324,-0.12877535,-0.97885129,-0.93258803,-0.91179959,-0.99964872,-0.99880566,-0.99473061,0.85180046,-0.17560463,-0.39326075,-0.98330474,-0.98479133,-0.95607422,0.61611409,-0.95211465,-0.68524765,0.062995899,0.010075235,-0.0094966035,-0.98558679,-0.97007232,-0.9790732,-0.99979797,-0.99926758,-0.9994747,-0.065448262,-0.053647764,0.12008084,-0.76599918,-0.94468961,-0.83295062,-0.97383772,-0.99828365,-0.98608227,-0.11901838,-0.042360143,-0.042641187,-0.95206547,-0.97339804,-0.97263448
27,Standing,0.27643007,-0.015864819,-0.10713283,-0.99616918,-0.98792928,-0.99070637,-0.99997642,-0.99992305,-0.99983303,0.96364647,-0.19936962,-0.012894814,-0.99900784,-0.99770163,-0.99612325,0.90011999,-0.93659719,-0.99932218,0.076597923,0.0053244561,0.0011675648,-0.99360516,-0.99379454,-0.99039663,-0.99993602,-0.99992095,-0.99981254,-0.031194212,-0.081226025,0.088576959,-0.98987012,-0.99084584,-0.99447429,-0.9999282,-0.99992724,-0.99996128,-0.099520907,-0.044281514,-0.052786628,-0.99546594,-0.9966198,-0.99555277
3,Walking,0.32222132,-0.034243851,-0.1320607,-0.31727372,0.036288623,-0.36125549,-0.76521843,-0.79187721,-0.81296052,0.93167582,-0.24876281,-0.14856629,-0.96686243,-0.95004677,-0.95691292,0.81663911,-0.89716916,-0.95289955,-0.068928072,-0.051863967,-0.12339553,-0.19459934,0.11252577,-0.4925667,-0.67292042,-0.37638,-0.8656394,-0.050512993,-0.073614473,0.14631356,-0.62170516,-0.49260123,-0.44296511,-0.93409273,-0.87243373,-0.85413751,-0.16291745,0.0098933414,-0.19719353,-0.31556667,-0.56049913,-0.51327794
6,Sitting,0.2812701,-0.016263882,-0.12739099,-0.95601733,-0.8775559,-0.85534227,-0.9988467,-0.99668494,-0.98828759,0.9474363,0.14641022,0.0041763593,-0.99441834,-0.99088385,-0.98431538,0.85753392,-0.94779989,-0.99998543,0.081864482,0.014632507,-0.013273274,-0.92768353,-0.87418472,-0.86053222,-0.99691347,-0.99094715,-0.98835578,-0.019873006,-0.087398839,0.11826989,-0.91231306,-0.90461345,-0.92501325,-0.99631917,-0.99526289,-0.99671921,-0.10119606,-0.0099414387,-0.080750983,-0.83718538,-0.92096107,-0.92894242
23,Walking,0.2571054,-0.028949789,-0.14873117,-0.41050137,-0.29421256,-0.051939093,-0.82482633,-0.90258731,-0.59406077,0.95856419,-0.14355124,-0.15161346,-0.98555071,-0.94463916,-0.90384196,0.88672542,-0.96941771,-0.9506936,0.11217768,0.0529074,-0.45215301,-0.29646516,-0.25614686,-0.20857199,-0.7498648,-0.71883204,-0.67947808,-0.047115013,-0.0970249,0.078020596,-0.55434614,0.087210389,-0.25500209,-0.90889429,-0.4174278,-0.74259021,-0.3718664,0.02687738,-0.10123845,-0.50821242,0.15345073,-0.48885671
21,Laying,0.24732403,-0.020290538,-0.097709771,-0.98199045,-0.99297161,-0.98618945,-0.99957723,-0.99994574,-0.99955831,-0.21533674,0.60155551,0.79834509,-0.98781874,-0.99626777,-0.99278868,-0.93821202,-0.25931971,0.24280991,0.057433996,0.0033404044,-0.0021228763,-0.99396825,-0.99162684,-0.99459581,-0.99993963,-0.99988429,-0.99990569,-0.018407586,-0.041279492,0.090196468,-0.99462447,-0.98057644,-0.99423718,-0.99992292,-0.99957709,-0.99995525,-0.095973908,-0.040657736,-0.059776169,-0.99484066,-0.99252149,-0.9936272
24,DownStairs,0.31093373,-0.022178521,-0.071939127,-0.051238234,0.050159461,-0.17607101,-0.54874945,-0.78681808,-0.69170033,0.94517534,-0.16532121,-0.13155909,-0.96100432,-0.92726545,-0.93495465,0.85169989,-0.95781068,-0.96259381,0.19112986,0.14505312,-0.02470297,-0.32580579,-0.117191,-0.30402991,-0.77006166,-0.60551764,-0.75111013,0.16162636,-0.15488188,0.047002861,-0.43613647,-0.4892411,-0.46100948,-0.83182812,-0.86963203,-0.86406483,-0.034739506,-0.022856857,-0.0036074344,-0.29415984,-0.56307941,-0.39769151
16,Walking,0.26618628,-0.028412448,-0.1218973,-0.37960025,-0.32787376,-0.16055661,-0.80618827,-0.91153316,-0.68196298,0.95248927,0.085849771,-0.15880257,-0.98788724,-0.96859581,-0.95815777,0.87076268,-0.97909596,-0.9464542,0.20082108,-0.037764494,-0.41016358,-0.41148538,-0.49687068,-0.44110729,-0.82426197,-0.86979074,-0.83763793,-0.050690801,-0.1833598,0.13442459,-0.58635542,-0.53158024,-0.40802873,-0.92132831,-0.88914434,-0.83609653,0.13935041,-0.014293491,0.025879595,-0.66859999,-0.66790854,-0.6084731
13,Standing,0.28126355,-0.013879939,-0.11701502,-0.9957774,-0.96309965,-0.98469103,-0.99997069,-0.99958077,-0.99957134,0.94310078,-0.28847422,0.040887213,-0.99220748,-0.9773231,-0.99147472,0.84622678,-0.8589194,-0.99753792,0.072397237,-0.0086010285,-0.0079444319,-0.99709934,-0.99174454,-0.99286878,-0.99997597,-0.9998854,-0.99986942,-0.022842799,-0.087924925,0.096122505,-0.98685808,-0.98334177,-0.98001432,-0.99988405,-0.99978933,-0.99969724,-0.10310186,-0.034080226,-0.048596518,-0.99524652,-0.99606311,-0.99348579
19,Sitting,0.3324763,-0.097710155,-0.19063987,-0.85990054,-0.4807711,-0.76112004,-0.98904138,-0.93519189,-0.96178655,0.89152415,0.25607068,0.22444551,-0.69090764,-0.50308046,-0.69160144,0.71864746,-0.83797685,-0.90107894,-0.032495172,0.21826913,0.22015921,-0.97562773,-0.95281375,-0.9691532,-0.99950065,-0.99831056,-0.99900743,0.16353485,1,0.016570199,-0.95502213,-0.85423199,-0.92059003,-0.97556103,-0.79075633,-0.99490378,-0.13357895,-0.14580821,-0.09484642,-0.97356987,-0.98238131,-0.98140125
26,Standing,0.27624818,-0.011081856,-0.079034385,-0.99424423,-0.96884903,-0.97298264,-0.99995883,-0.99963012,-0.99803393,0.96924187,-0.14078221,0.067002918,-0.99936276,-0.99412626,-0.96399438,0.91493231,-0.97095337,-0.99249094,0.073254674,0.013065089,0.0087582007,-0.98920808,-0.97416039,-0.98078559,-0.99986848,-0.99941993,-0.99953385,-0.017934815,-0.057251438,0.078119107,-0.96828878,-0.98351609,-0.98253847,-0.99942758,-0.99977414,-0.99976196,-0.10183676,-0.044021314,-0.053638218,-0.97334902,-0.98463909,-0.98265697
21,DownStairs,0.34255938,-0.09007245,-0.12011239,0.25298078,0.39452343,-0.039940802,-0.21425033,-0.61634101,-0.58616327,0.89011619,-0.33281269,-0.18601421,-0.93936749,-0.89168859,-0.95000109,0.71097803,-0.80809546,-0.92725882,0.62270714,0.030931856,-0.064147426,0.047989826,0.041038332,-0.29115662,-0.44750943,-0.45331238,-0.74200678,-0.15259151,0.0066587837,0.075440214,-0.20926275,-0.27870772,-0.29196446,-0.7050165,-0.74186942,-0.76733143,0.12510676,0.0018136711,-0.094958805,-0.54608136,-0.38375616,-0.40372204
16,Standing,0.27340383,-0.017144322,-0.11769212,-0.95483511,-0.88997473,-0.90965453,-0.99878849,-0.99728148,-0.9950211,0.94537923,0.075111987,-0.17140682,-0.98660384,-0.97703113,-0.95089869,0.8521709,-0.98321098,-0.93791315,0.079713096,-0.001142417,0.02700092,-0.94215224,-0.92140972,-0.96770803,-0.9979459,-0.99618249,-0.9990077,-0.037829798,-0.092847817,0.091711339,-0.93275536,-0.92971325,-0.90824699,-0.99776467,-0.99733731,-0.99575117,-0.12755073,-0.027288662,-0.039165955,-0.95841358,-0.97070413,-0.96439214
9,Laying,0.28298013,-0.010764187,-0.10303974,-0.95547083,-0.91213379,-0.93042065,-0.99881718,-0.99812496,-0.99685294,-0.46883587,-0.3754677,0.95308434,-0.98278481,-0.98773549,-0.98988438,-0.99995544,-0.75358896,0.77535802,0.067043826,0.038391528,0.027269781,-0.94520266,-0.92628963,-0.91464168,-0.99813685,-0.99659577,-0.99514753,-0.030618222,-0.084572407,0.096535499,-0.94564848,-0.91568767,-0.93553655,-0.99855908,-0.99627868,-0.99778859,-0.097250159,-0.048381719,-0.042992527,-0.89697129,-0.91845592,-0.9545373
22,UpStairs,0.31227226,-0.01315853,-0.16365244,0.091365847,0.37846553,-0.1070965,-0.40366914,-0.63439946,-0.63678493,0.8478691,-0.35519408,-0.1645075,-0.98080101,-0.97301239,-0.96281415,0.60655305,-0.78071115,-0.94269602,0.035442722,0.12493092,0.1894751,-0.086497073,0.031037483,-0.42593604,-0.58014651,-0.46363142,-0.8291283,0.16931168,-0.19183886,0.0043762922,-0.21160923,-0.4408841,-0.05338718,-0.69182597,-0.84287701,-0.58292947,-0.26586416,0.22950301,0.38518694,-0.27202136,-0.66743119,-0.39973125
12,Sitting,0.27896431,-0.036611983,-0.11321281,-0.97653312,-0.75406531,-0.85448362,-0.99962504,-0.9869029,-0.98866852,0.97109568,0.0088864015,0.07065758,-0.99179748,-0.92220835,-0.94172891,0.91985562,-0.99817971,-0.99148343,0.092245069,-0.033193615,-0.10383744,-0.96442331,-0.91257489,-0.94821507,-0.99912858,-0.99536541,-0.99789856,-0.041567914,-0.1134236,0.13618383,-0.93534018,-0.93206797,-0.86179938,-0.99786624,-0.99729925,-0.98971722,-0.099960856,-0.061086275,-0.023806926,-0.94469225,-0.96201895,-0.95872575
18,Walking,0.21168509,0.003595178,-0.10400068,-0.42189542,-0.27156733,-0.34275419,-0.8306912,-0.8958193,-0.80309909,0.906103,-0.27175526,-0.22681644,-0.98901552,-0.98272813,-0.98241283,0.7511313,-0.87583731,-0.89313659,0.16118937,0.082740859,0.12284627,-0.40245402,-0.36991573,-0.55579571,-0.81891831,-0.79731925,-0.89621351,0.01685359,-0.20095183,0.034132924,-0.74636693,-0.52483406,-0.44658392,-0.96910466,-0.88529247,-0.85633044,-0.051934801,-0.049700834,-0.0188981,-0.68963824,-0.68806161,-0.60801456
27,Standing,0.27764167,-0.016895883,-0.09738302,-0.99783299,-0.99176867,-0.97715359,-0.99998886,-0.99995542,-0.99927249,0.96188573,-0.20621473,-0.028190096,-0.99927172,-0.99683268,-0.98719956,0.89547077,-0.93171853,-0.99773235,0.078570652,0.0029919596,-0.007933113,-0.99504145,-0.98702693,-0.99538749,-0.9999539,-0.99979124,-0.99992124,-0.026379777,-0.068463923,0.088073031,-0.98832334,-0.98814602,-0.98888431,-0.99991703,-0.99989469,-0.99989624,-0.098776616,-0.040657877,-0.056604187,-0.99510872,-0.99614302,-0.99455022
26,DownStairs,0.17198007,-0.033992099,-0.10807854,0.18858242,0.21634479,-0.21015232,-0.29119912,-0.71429875,-0.71799419,0.95282556,-0.089242853,0.15611343,-0.96165232,-0.96942388,-0.9669723,0.87170442,-0.99016631,-0.95516089,0.032576302,0.32800712,0.096182697,-0.07755177,0.18494587,-0.25523511,-0.57194466,-0.29299916,-0.71574718,-0.32001978,0.00093128726,-0.086501749,-0.13812438,-0.41930684,-0.2355304,-0.60677707,-0.83215981,-0.71754457,0.16711099,0.05881691,-0.16049346,0.078024266,-0.50152468,-0.27671991
27,Laying,0.28116253,-0.01647251,-0.10976575,-0.98160725,-0.98487753,-0.9876666,-0.99975029,-0.9998977,-0.99975908,-0.55556187,0.59651171,0.82687841,-0.98800353,-0.99594903,-0.99486789,-0.9939879,-0.2713287,0.33388623,0.073444577,0.0050392096,-0.0016380118,-0.98839402,-0.98432653,-0.98491441,-0.99985388,-0.99972696,-0.9996648,-0.027972116,-0.070124709,0.090030739,-0.99382624,-0.98172034,-0.99453214,-0.99997233,-0.99978605,-0.99995848,-0.097527974,-0.04046445,-0.055115272,-0.99365365,-0.99173003,-0.99279063
29,UpStairs,0.16160096,-0.080669997,-0.13774438,-0.054969387,-0.1342479,0.40460556,-0.54979008,-0.8472887,-0.12283004,0.93449576,-0.20746821,0.069748315,-0.89241839,-0.86646559,-0.62831049,0.82440404,-0.92957419,-0.98573849,0.49068999,-0.19822318,-0.20695054,-0.086400744,-0.3903836,-0.67349877,-0.57950208,-0.80996299,-0.94260143,0.59190875,-0.46882642,0.10074776,-0.63543284,0.062992968,-0.36034515,-0.69293581,-0.41635926,-0.80980351,-0.069788753,-0.29032992,0.13144673,-0.51562927,-0.70501275,-0.4835682
